start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal,Severity
14,9,4,45.0,0.0,73.0,9.0,0,0,0,0,0,0,0,3
16,11,4,29.683333333333334,0.0,78.1,10.0,0,0,0,0,0,0,0,2
7,1,0,23.633333333333333,0.01,42.1,10.0,0,0,0,0,0,0,0,2
12,7,2,30.0,0.0,84.9,10.0,0,0,1,0,0,0,0,2
15,12,1,44.55,0.01,59.0,10.0,0,0,0,0,0,0,0,3
11,8,3,38.016666666666666,0.0,82.9,10.0,0,0,0,0,0,0,1,3
7,9,0,45.61666666666667,0.0,53.6,10.0,0,0,0,0,0,0,0,3
11,6,1,45.0,0.0,96.1,,0,0,0,0,0,0,0,3
10,8,1,37.8,0.0,75.0,9.0,0,0,0,0,0,0,0,2
16,11,1,29.75,0.01,72.0,10.0,0,0,0,1,0,0,0,2
1,5,1,60.0,0.01,55.9,10.0,0,0,0,1,0,0,0,2
7,7,1,30.0,0.0,60.1,10.0,0,0,0,1,0,0,0,3
2,12,5,44.63333333333333,0.01,54.0,1.0,0,0,0,0,0,0,0,2
13,8,5,30.0,0.0,75.0,10.0,0,0,0,0,0,0,0,2
14,1,4,29.783333333333335,0.01,48.0,10.0,0,0,0,0,0,0,0,3
0,9,6,60.0,0.0,66.2,10.0,1,0,0,0,0,0,1,3
11,4,0,60.0,0.0,66.2,10.0,0,0,0,0,0,0,0,2
9,10,4,30.0,0.01,84.9,10.0,0,0,0,0,0,0,0,3
17,12,6,59.75,0.01,42.8,10.0,0,0,0,0,0,0,0,2
10,9,4,30.0,0.0,68.0,9.0,0,0,0,0,0,0,0,2
8,5,5,327.3,0.01,59.0,10.0,0,0,0,0,0,0,0,3
13,11,1,44.65,0.01,71.1,7.0,0,0,0,0,0,0,0,3
12,6,3,30.0,0.0,68.0,10.0,0,0,0,1,0,0,0,3
8,6,2,41.666666666666664,0.0,73.0,4.0,0,0,0,0,0,1,0,2
20,12,4,29.866666666666667,0.01,52.0,10.0,0,0,0,0,0,0,0,2
0,4,2,46.55,0.01,48.2,10.0,0,0,0,1,0,0,0,2
19,12,1,44.38333333333333,0.01,55.4,7.0,0,0,0,0,0,0,0,3
9,9,1,29.616666666666667,0.0,79.0,10.0,0,0,0,1,0,0,0,3
11,8,4,45.0,0.0,70.0,10.0,0,0,0,0,0,0,0,3
19,8,1,45.0,0.0,70.0,10.0,0,0,0,0,0,0,0,3
23,10,2,29.516666666666666,0.01,57.0,10.0,0,0,0,1,0,0,0,2
2,10,6,29.716666666666665,0.01,68.0,10.0,0,0,0,0,0,0,0,3
20,11,1,29.683333333333334,0.01,59.0,10.0,0,0,0,0,0,0,0,2
17,3,3,30.0,0.01,71.1,10.0,0,0,1,0,0,0,0,2
11,9,0,30.0,0.0,73.0,7.0,0,0,0,0,0,0,0,2
18,1,4,44.75,0.01,51.1,,0,0,0,0,0,0,0,2
11,8,0,38.75,0.0,,,0,0,0,0,0,0,1,2
14,1,3,44.53333333333333,3.05,53.1,10.0,0,0,0,0,0,0,0,3
19,8,0,75.0,0.0,75.2,10.0,0,0,0,0,0,0,0,2
16,8,3,75.0,0.0,87.1,10.0,0,0,0,0,0,0,0,2
16,6,2,30.0,0.0,93.2,10.0,0,0,0,0,0,0,1,2
21,10,1,30.0,0.0,60.8,10.0,0,0,0,0,0,0,0,2
5,10,3,35.25,0.01,63.0,10.0,0,0,0,0,0,0,0,3
23,12,4,29.733333333333334,0.01,54.5,10.0,0,0,0,0,0,0,0,2
16,12,4,29.816666666666666,0.01,57.9,10.0,0,0,0,0,0,0,0,2
16,7,5,60.0,0.0,71.1,10.0,0,0,0,0,0,0,0,2
7,10,2,44.95,0.01,57.2,10.0,0,0,0,0,0,0,0,2
18,9,4,44.68333333333333,0.0,82.0,10.0,0,0,0,0,0,0,0,2
1,11,1,28.55,0.01,57.9,10.0,0,0,0,0,0,0,0,3
16,9,0,45.0,0.0,75.9,10.0,0,0,0,0,0,0,0,3
14,12,0,44.483333333333334,0.01,71.1,10.0,0,0,0,0,0,0,0,2
19,1,2,29.7,0.01,50.0,10.0,0,0,0,0,0,0,0,2
20,9,4,29.866666666666667,0.0,71.1,10.0,0,0,0,0,0,0,0,2
15,11,0,44.6,0.01,84.0,10.0,0,0,0,0,0,0,0,3
22,7,1,45.0,0.0,66.0,10.0,0,0,0,0,0,0,0,3
19,9,5,30.0,0.0,66.2,10.0,0,0,0,0,0,0,0,3
11,8,4,38.25,0.0,79.0,10.0,0,0,0,0,0,0,0,2
18,9,6,30.0,0.0,78.1,10.0,0,0,0,0,0,0,0,3
11,7,1,60.0,0.0,77.0,10.0,0,0,0,0,0,0,0,2
19,4,4,30.0,0.0,62.1,9.0,0,0,0,0,0,0,0,3
13,6,3,30.0,0.0,89.1,10.0,0,0,0,0,0,0,1,3
10,10,4,38.2,0.01,87.1,10.0,0,0,0,0,0,0,0,3
1,1,6,29.166666666666668,0.01,44.1,9.0,0,0,0,0,0,0,0,3
15,10,6,57.55,0.01,61.0,10.0,0,0,0,0,0,0,0,2
22,6,6,30.0,0.0,59.0,10.0,0,0,0,0,0,0,0,2
15,1,1,29.583333333333332,0.01,51.8,10.0,0,0,0,0,0,0,0,2
8,4,2,60.0,0.01,55.9,10.0,0,0,0,0,0,0,0,2
7,8,3,45.0,0.0,59.0,7.0,0,0,0,1,0,0,0,3
18,8,2,45.0,0.0,66.0,10.0,0,0,0,0,0,1,0,2
17,10,0,44.45,0.01,66.9,10.0,0,0,0,0,0,0,0,2
18,8,5,30.0,0.0,87.1,10.0,0,0,0,0,0,0,0,3
17,11,2,29.65,0.01,54.0,10.0,0,0,0,0,0,0,0,2
8,10,4,36.03333333333333,0.01,66.0,9.0,0,0,0,0,0,0,0,3
6,1,6,29.35,0.01,30.9,10.0,0,0,0,0,0,0,0,2
12,4,3,30.0,0.01,63.0,10.0,0,0,0,1,0,0,0,3
16,11,3,30.0,0.0,57.9,10.0,0,0,0,0,0,0,0,1
8,12,4,44.75,0.01,57.6,10.0,0,0,0,0,0,1,0,2
23,1,1,29.483333333333334,0.01,53.1,4.0,0,0,0,1,0,0,0,2
11,7,0,39.4,0.0,87.1,10.0,0,0,0,1,0,0,0,2
21,10,2,44.516666666666666,0.01,63.0,10.0,0,0,0,1,0,0,0,2
14,7,3,60.0,0.0,89.1,10.0,0,0,0,0,0,0,0,3
22,12,1,29.7,0.01,55.0,6.0,0,0,0,1,0,0,0,3
21,8,3,30.0,0.0,69.1,10.0,0,0,0,0,0,0,0,3
8,8,4,30.0,0.0,60.1,8.0,0,0,0,0,0,0,0,3
19,1,4,44.766666666666666,0.01,54.0,7.0,0,0,0,0,0,0,0,3
10,9,2,30.0,0.0,73.4,10.0,0,0,0,0,0,0,0,3
16,11,0,29.55,0.01,57.0,10.0,0,0,1,0,0,0,1,2
22,11,1,29.683333333333334,2.14,50.0,7.0,0,0,0,0,0,1,0,2
20,8,5,30.0,0.0,64.0,10.0,0,0,0,0,0,0,0,3
20,11,3,28.133333333333333,0.01,64.0,10.0,0,0,1,0,1,0,0,2
20,11,4,29.25,0.01,69.1,10.0,0,0,0,0,0,0,0,3
9,9,1,36.28333333333333,0.0,89.1,10.0,0,0,0,0,0,0,0,2
1,10,3,44.61666666666667,0.01,50.0,10.0,0,0,0,0,0,0,0,2
3,10,0,43.93333333333333,0.01,64.0,7.0,0,0,0,0,0,0,0,2
22,7,2,45.0,0.0,64.9,10.0,0,0,0,0,0,0,0,2
21,12,0,44.7,0.01,53.1,8.0,0,0,0,0,0,0,0,3
3,1,4,43.43333333333333,0.01,51.8,10.0,0,0,0,0,0,0,0,2
21,11,3,44.56666666666667,0.01,69.1,10.0,0,0,0,0,0,0,0,3
12,8,0,34.8,0.0,84.0,10.0,0,0,0,1,0,0,0,3
16,11,1,44.68333333333333,0.01,70.0,10.0,0,0,0,0,0,0,0,3
8,6,3,60.0,0.0,69.1,7.0,0,0,0,0,0,0,0,3
21,7,6,30.0,0.0,69.1,10.0,0,0,0,0,0,0,0,2
23,12,4,44.733333333333334,0.01,57.9,1.5,0,0,0,0,0,0,0,2
20,8,0,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0,3
22,11,5,29.133333333333333,0.01,66.0,10.0,0,0,0,0,0,0,0,3
20,6,4,60.0,0.0,68.0,10.0,0,0,0,0,0,0,0,3
19,9,0,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0,3
22,11,3,44.6,0.01,51.4,10.0,0,0,0,0,0,0,0,3
10,11,2,29.5,0.01,68.0,10.0,0,0,0,0,0,0,0,3
11,9,2,29.066666666666666,0.0,66.0,10.0,0,0,0,0,0,0,0,2
11,11,1,29.366666666666667,0.01,57.0,10.0,0,0,0,1,0,0,0,3
17,6,3,60.0,0.0,79.0,10.0,0,0,0,0,0,0,0,2
11,7,4,60.0,0.0,86.0,10.0,0,0,0,0,0,0,0,2
10,4,1,60.0,0.01,59.0,10.0,0,0,0,0,0,0,0,3
19,8,4,45.0,0.0,73.4,10.0,0,0,0,0,0,0,0,2
21,12,1,29.533333333333335,0.01,44.1,10.0,0,0,0,0,0,0,0,3
21,8,1,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0,3
15,9,4,33.21666666666667,0.0,87.1,10.0,0,0,0,0,0,0,0,2
14,7,3,30.0,0.0,77.0,10.0,0,0,0,1,0,0,0,3
9,8,0,43.78333333333333,0.0,68.0,9.0,0,0,0,0,0,0,0,3
9,4,3,60.0,0.0,66.9,10.0,0,0,0,0,0,0,0,3
19,4,0,75.0,0.01,77.0,10.0,0,0,0,0,0,0,0,2
19,4,1,46.6,0.01,77.0,10.0,0,0,0,0,0,0,0,3
8,8,5,45.88333333333333,0.0,59.0,10.0,0,0,0,0,0,0,0,3
21,8,0,45.0,0.0,77.0,10.0,0,0,0,0,0,0,0,2
0,1,6,29.6,0.01,59.0,7.0,0,0,0,0,0,0,0,3
13,6,3,60.0,0.0,81.0,10.0,0,0,0,0,0,0,1,2
16,11,2,44.68333333333333,0.01,77.0,10.0,0,0,0,0,0,0,0,3
5,8,2,40.2,0.0,69.4,10.0,0,0,0,0,0,0,0,2
13,8,1,60.0,0.0,84.9,10.0,0,0,0,0,0,0,0,2
19,9,1,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0,3
8,11,3,55.766666666666666,0.01,75.0,10.0,0,0,0,0,0,0,0,2
19,4,3,30.0,0.0,57.0,10.0,0,0,1,0,0,1,0,2
7,11,1,45.25,0.01,53.6,10.0,0,0,0,0,0,0,0,2
16,11,2,44.333333333333336,0.01,48.2,10.0,0,0,0,0,0,1,0,2
21,3,5,30.0,0.01,63.0,10.0,0,0,0,0,0,0,0,3
20,6,4,60.0,0.0,71.1,10.0,0,0,0,0,0,0,0,2
13,10,6,29.683333333333334,0.01,64.0,10.0,0,0,0,0,0,1,0,3
22,11,2,44.71666666666667,0.01,57.9,10.0,0,0,0,0,0,0,0,3
20,4,2,46.7,0.01,59.0,10.0,0,0,0,1,0,0,0,2
8,11,2,41.766666666666666,0.01,80.1,10.0,0,0,0,0,0,0,0,3
16,1,3,44.43333333333333,0.01,53.6,10.0,0,0,0,0,0,0,0,2
18,7,2,45.0,0.0,82.0,10.0,0,0,0,0,0,0,0,3
19,8,4,30.0,0.0,62.1,10.0,0,0,0,0,0,0,0,2
18,7,2,75.0,0.0,95.0,10.0,0,0,0,1,0,0,0,3
6,12,0,48.9,0.01,30.0,10.0,0,0,0,0,0,0,0,2
13,6,1,30.0,0.0,80.6,30.0,0,0,0,0,0,0,0,2
10,1,2,29.783333333333335,0.0,48.0,10.0,0,0,0,0,0,0,1,2
11,10,2,36.2,0.0,70.0,10.0,0,0,0,0,0,0,0,3
8,8,2,35.95,0.0,66.9,5.0,0,0,0,1,0,0,0,2
18,11,0,44.7,0.0,61.0,10.0,0,0,0,0,0,0,0,2
12,12,2,29.783333333333335,0.01,41.0,10.0,0,0,0,0,0,0,0,2
11,6,4,30.0,0.0,75.0,10.0,0,0,0,0,0,0,0,3
20,11,1,29.566666666666666,0.01,57.9,10.0,0,0,0,0,0,0,0,3
20,1,0,44.38333333333333,0.0,44.6,10.0,0,0,0,0,0,0,0,3
10,10,6,29.616666666666667,0.0,63.0,6.0,0,0,0,0,0,0,0,2
16,7,3,75.0,0.0,102.0,10.0,0,0,0,1,0,0,0,3
16,11,6,29.7,0.01,68.0,10.0,0,0,0,0,0,0,0,3
20,4,5,30.0,0.0,60.1,10.0,0,0,0,0,0,0,0,2
12,7,1,30.0,0.0,77.0,10.0,0,0,0,0,0,0,0,3
16,12,4,44.63333333333333,0.01,60.8,10.0,0,0,0,0,0,0,0,3
14,4,1,60.0,0.01,78.8,10.0,0,0,0,0,0,0,0,3
12,7,3,30.0,0.0,81.0,10.0,0,0,0,0,0,0,0,3
9,6,2,60.0,0.0,72.7,10.0,0,0,0,0,0,0,0,2
13,6,2,45.0,0.0,75.9,9.0,0,0,0,0,0,0,0,2
19,10,4,43.4,0.01,77.0,10.0,0,0,0,0,0,0,0,2
7,3,1,60.0,0.0,46.0,10.0,0,0,1,0,0,0,1,3
2,9,2,44.68333333333333,0.0,50.0,10.0,0,0,0,0,0,0,0,2
2,10,1,44.516666666666666,0.01,64.9,10.0,0,0,0,0,0,0,0,3
21,5,1,75.0,0.01,69.1,10.0,0,0,0,0,0,0,0,3
14,7,6,90.0,0.0,69.1,10.0,0,0,0,1,0,0,0,2
23,7,4,62.666666666666664,0.0,82.4,10.0,0,0,0,0,0,0,0,2
11,11,4,29.583333333333332,0.01,51.8,10.0,0,0,0,0,0,0,0,2
23,10,3,43.5,0.0,66.9,10.0,0,0,0,0,0,0,1,2
21,1,4,29.7,0.01,50.0,10.0,0,0,0,0,0,0,0,3
12,9,5,45.0,0.0,92.0,10.0,0,0,0,0,0,0,0,3
17,8,6,58.75,0.0,98.1,10.0,0,0,1,0,0,0,1,2
15,4,1,47.46666666666667,0.01,72.0,10.0,0,0,0,0,0,0,0,2
16,10,3,44.78333333333333,0.0,,10.0,0,0,0,0,0,0,0,3
13,6,5,90.0,0.0,77.0,7.0,0,0,0,0,0,0,0,3
2,7,1,60.0,0.0,69.1,10.0,0,0,0,0,0,1,0,2
14,1,3,29.616666666666667,0.98,54.0,10.0,0,0,0,0,0,0,0,2
3,8,5,60.0,0.0,61.0,10.0,0,0,0,0,0,0,0,2
11,11,0,29.183333333333334,0.01,60.1,10.0,0,0,0,0,0,0,0,3
15,12,0,59.666666666666664,0.01,62.1,10.0,0,0,0,1,0,0,0,3
20,1,4,44.666666666666664,0.01,55.0,10.0,0,0,0,0,0,0,0,2
19,6,5,30.0,0.0,75.0,10.0,0,0,0,1,0,0,0,2
11,11,1,29.033333333333335,0.0,69.8,5.0,0,0,0,0,0,0,0,2
1,12,0,44.65,0.01,52.0,7.0,0,0,0,1,1,0,0,3
11,9,4,29.65,0.0,68.0,10.0,0,0,0,0,0,0,0,3
16,7,2,30.0,0.0,75.0,10.0,0,0,0,0,0,0,0,3
20,8,4,45.0,0.0,64.0,10.0,0,0,1,0,1,0,0,2
22,5,2,46.516666666666666,0.01,60.1,10.0,0,0,0,0,0,0,0,3
21,12,0,44.63333333333333,0.01,55.9,10.0,0,0,0,0,0,0,0,3
10,6,0,40.05,0.0,75.9,10.0,0,0,0,0,0,0,0,2
19,8,1,45.0,0.0,71.1,10.0,0,0,0,1,0,0,0,3
7,9,1,36.4,0.0,77.0,10.0,0,0,0,0,0,0,0,2
13,8,3,30.0,0.0,69.8,10.0,0,0,0,0,0,0,0,3
4,11,3,44.68333333333333,0.01,57.0,10.0,0,0,0,0,0,0,0,2
17,1,3,44.983333333333334,0.01,63.0,10.0,0,0,0,0,0,0,0,3
10,11,2,29.366666666666667,0.01,71.1,7.0,0,0,0,0,0,0,0,3
12,5,3,30.0,0.01,63.0,10.0,0,0,0,0,0,0,0,2
20,12,3,44.78333333333333,0.0,,,0,0,0,0,0,0,0,2
21,12,1,44.7,0.01,66.9,10.0,0,0,0,1,0,0,0,3
16,8,5,90.0,0.0,80.1,10.0,0,0,0,0,0,0,0,3
20,7,0,75.0,0.0,75.2,10.0,0,0,0,0,0,0,0,2
13,9,2,45.0,0.0,72.0,10.0,0,0,0,0,0,0,0,2
12,6,4,30.0,0.0,66.9,10.0,0,0,0,0,0,0,0,2
11,12,3,36.65,0.01,57.9,10.0,0,0,0,0,0,0,0,3
22,7,4,60.0,0.0,64.9,10.0,0,0,0,0,0,0,0,3
15,3,2,30.0,0.0,62.1,10.0,0,0,0,0,0,0,0,3
18,8,1,45.016666666666666,0.0,77.0,10.0,0,0,0,0,0,0,1,2
12,10,4,44.45,0.0,75.2,10.0,0,0,0,0,0,0,1,2
15,7,3,75.0,0.0,79.0,10.0,0,0,0,0,0,0,0,2
15,9,1,75.0,0.0,89.6,7.0,0,0,0,0,0,0,0,2
10,9,3,45.0,0.0,69.1,8.0,0,0,0,1,0,0,0,2
19,4,4,46.11666666666667,0.01,54.0,10.0,0,0,0,0,0,0,0,2
16,10,2,44.5,0.0,75.0,10.0,0,0,0,0,0,0,0,3
9,4,5,30.0,0.0,68.0,10.0,0,0,0,0,0,0,0,3
11,10,3,38.2,0.0,75.9,10.0,0,0,0,0,0,0,0,3
11,7,2,39.666666666666664,0.0,87.1,10.0,0,0,0,0,0,0,0,2
19,7,3,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0,3
12,10,2,29.483333333333334,0.01,68.0,10.0,0,0,0,1,0,0,0,2
16,11,2,44.63333333333333,0.01,44.6,10.0,0,0,0,0,0,0,0,2
15,9,1,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0,3
21,9,4,75.0,0.0,66.0,10.0,0,0,0,0,0,0,0,3
16,9,4,45.0,0.0,91.9,10.0,0,0,0,0,0,0,0,2
9,9,6,45.0,0.0,66.9,2.5,0,0,0,0,0,0,0,3
15,8,6,30.0,0.0,89.6,10.0,0,0,0,1,0,0,0,3
16,12,1,29.416666666666668,0.01,60.1,6.0,0,0,0,0,0,0,0,2
2,10,6,74.6,0.01,66.9,10.0,0,0,0,0,0,0,0,3
16,1,1,44.75,0.01,51.1,10.0,0,0,0,0,0,0,0,2
0,10,1,44.5,0.0,62.1,10.0,0,0,0,0,0,0,0,2
21,8,3,45.0,0.0,70.0,10.0,0,0,0,0,0,0,0,2
3,8,5,60.0,0.0,66.0,10.0,0,0,0,1,0,0,0,3
14,9,4,45.0,0.0,71.1,10.0,0,0,0,0,0,0,1,3
20,11,3,41.733333333333334,0.01,62.6,10.0,0,0,0,0,0,0,0,3
19,10,0,59.46666666666667,0.01,62.1,10.0,0,0,1,0,0,0,1,2
20,12,3,29.633333333333333,0.01,53.6,10.0,0,0,0,0,0,0,0,2
12,5,4,30.0,0.0,61.0,10.0,0,0,0,1,0,0,0,3
14,10,2,44.78333333333333,0.01,90.0,10.0,0,0,0,0,0,0,0,2
13,9,4,44.666666666666664,0.0,73.9,10.0,0,0,0,0,0,0,0,2
19,11,1,29.683333333333334,0.01,55.0,10.0,0,0,0,0,0,0,0,2
11,6,0,30.0,0.01,71.1,10.0,0,0,0,1,0,0,0,3
2,8,3,45.0,0.0,62.1,7.0,0,0,0,0,0,0,0,2
8,7,0,61.483333333333334,0.0,64.0,10.0,0,0,0,0,0,0,0,3
12,9,6,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0,2
8,10,1,34.28333333333333,0.01,63.0,3.0,0,0,0,0,0,0,0,3
7,11,0,44.71666666666667,0.01,57.9,8.0,0,0,0,1,0,0,0,2
11,8,3,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0,3
14,7,6,90.0,0.0,69.1,10.0,0,0,0,0,0,0,0,3
13,1,1,44.65,0.01,57.0,7.0,0,0,0,0,0,0,0,3
10,11,0,30.0,0.01,57.2,10.0,0,0,0,0,0,0,0,3
19,12,4,44.65,0.01,48.2,10.0,0,0,0,0,0,0,0,3
19,6,0,60.016666666666666,0.0,75.2,9.0,0,0,0,0,0,0,0,3
9,12,2,29.433333333333334,0.0,60.1,10.0,0,0,1,0,0,1,0,2
10,11,4,36.45,0.01,84.9,10.0,0,0,0,0,0,0,0,2
17,7,4,45.0,0.0,87.1,10.0,0,0,0,0,0,0,1,2
22,12,2,44.516666666666666,0.01,51.1,10.0,0,0,0,0,0,0,0,3
21,7,3,45.0,0.0,73.0,10.0,0,0,1,0,0,0,1,2
10,9,3,30.0,0.0,69.8,8.0,0,0,1,0,0,0,0,3
17,3,3,30.0,0.0,68.0,10.0,0,0,0,0,0,0,0,3
18,4,4,30.0,0.0,66.0,10.0,0,0,0,0,0,0,0,2
5,7,6,45.38333333333333,0.0,57.2,7.0,0,0,0,0,0,0,0,2
18,6,2,30.0,0.0,64.0,10.0,0,0,0,0,0,0,0,3
20,11,1,44.63333333333333,0.01,60.1,9.0,0,0,0,0,0,0,0,2
13,11,4,44.53333333333333,0.01,82.9,10.0,0,0,0,0,0,0,0,3
8,3,1,60.0,0.0,46.4,10.0,0,0,0,0,0,0,0,2
5,1,4,44.3,0.01,52.0,10.0,0,0,0,1,0,0,0,2
9,1,4,29.783333333333335,0.01,,7.0,0,0,0,0,0,0,0,2
11,10,0,44.266666666666666,0.01,73.9,10.0,0,0,0,0,0,0,0,2
12,11,1,29.616666666666667,0.01,51.8,10.0,0,0,0,0,0,0,0,2
18,11,0,44.81666666666667,0.01,60.8,10.0,0,0,0,0,0,0,0,2
18,8,1,45.0,0.0,79.0,10.0,0,0,0,0,0,0,0,3
21,10,0,44.666666666666664,0.0,60.8,10.0,0,0,0,0,0,0,0,2
16,11,5,44.766666666666666,0.01,,,0,0,0,0,0,0,0,3
16,10,2,44.63333333333333,0.01,88.0,10.0,0,0,0,0,0,0,0,2
14,9,1,43.53333333333333,0.0,71.6,10.0,0,0,0,0,0,0,0,2
17,4,0,60.0,0.0,78.8,10.0,0,0,0,0,0,0,0,3
7,12,4,29.266666666666666,0.01,45.0,2.5,0,0,0,0,0,0,0,2
16,9,4,33.483333333333334,0.0,73.4,10.0,0,0,0,0,0,0,0,2
18,3,4,30.0,0.0,72.0,10.0,0,0,0,0,0,1,0,2
17,12,5,29.633333333333333,0.01,50.0,10.0,0,0,0,0,0,0,0,2
13,9,2,44.45,0.0,75.0,9.0,0,0,0,0,0,0,0,3
19,3,0,45.0,0.0,57.2,10.0,0,0,0,0,0,0,0,2
9,12,1,29.483333333333334,0.01,43.0,10.0,0,0,0,0,0,0,0,3
19,9,1,45.0,0.0,64.0,10.0,0,0,0,0,0,0,0,3
14,11,6,44.233333333333334,0.01,60.1,2.0,0,0,0,0,0,0,0,3
10,9,0,43.983333333333334,0.0,82.4,9.0,0,0,0,0,0,0,1,2
19,9,4,45.0,0.0,75.9,10.0,0,0,0,0,0,0,0,2
16,11,5,45.0,0.01,53.6,10.0,0,0,0,0,0,0,0,2
0,11,4,44.4,0.01,59.0,10.0,0,0,0,0,0,0,0,2
15,12,4,29.866666666666667,0.01,59.0,10.0,0,0,0,0,0,0,0,3
16,10,5,44.36666666666667,0.01,64.0,10.0,0,0,0,1,0,0,0,2
18,8,0,45.0,0.0,81.0,10.0,0,0,0,0,0,0,0,2
17,8,2,45.0,0.0,82.4,10.0,0,0,0,0,0,0,0,3
14,3,4,105.25,0.01,81.0,10.0,0,0,0,0,0,0,0,3
10,1,3,29.7,0.01,59.0,9.0,0,0,0,0,0,0,0,3
21,11,4,29.766666666666666,0.01,68.0,10.0,0,0,0,0,0,0,1,2
17,9,0,45.0,0.0,86.0,5.0,0,0,1,0,0,0,0,2
17,8,0,45.0,0.0,73.0,9.0,0,0,0,1,0,0,0,3
9,10,1,44.55,0.0,59.0,9.0,0,0,1,0,0,0,0,3
13,11,0,44.61666666666667,0.01,82.0,10.0,0,0,0,0,0,0,1,2
18,9,3,44.75,0.0,68.0,10.0,0,0,0,0,0,0,0,3
20,9,0,45.0,0.0,57.9,10.0,0,0,0,0,0,0,0,2
14,10,3,44.7,0.01,78.1,10.0,0,0,1,0,0,0,1,2
14,8,3,45.0,0.0,78.1,10.0,0,0,0,0,0,0,0,2
17,12,4,29.3,0.01,53.1,10.0,0,0,0,0,0,0,0,3
19,1,1,44.6,0.0,41.0,2.5,0,0,0,0,0,0,0,2
5,10,2,29.45,0.01,55.9,6.0,0,0,0,0,0,0,0,3
19,7,2,30.0,0.0,77.0,10.0,0,0,0,0,0,0,0,3
23,9,2,30.0,0.0,61.0,10.0,0,0,0,1,0,0,0,3
10,5,1,30.0,0.01,78.1,10.0,0,0,0,0,0,0,0,3
19,10,4,29.6,0.01,69.1,10.0,0,0,0,0,0,0,0,2
10,10,2,36.083333333333336,0.01,80.1,10.0,0,0,0,1,0,0,0,3
12,9,3,40.38333333333333,0.0,94.6,10.0,0,0,0,0,0,0,0,2
17,1,3,29.65,0.01,50.0,10.0,0,0,0,0,0,0,1,2
7,12,4,35.483333333333334,0.0,53.6,10.0,0,0,1,0,0,0,1,2
19,11,2,44.61666666666667,0.01,60.1,8.0,0,0,0,0,0,0,0,2
8,12,0,54.3,0.01,46.9,10.0,0,0,0,1,0,0,0,3
20,10,0,44.666666666666664,0.0,64.9,10.0,0,0,0,0,0,0,0,2
4,8,1,45.0,0.0,62.1,10.0,0,0,0,0,0,0,0,3
11,5,2,30.0,0.01,57.9,10.0,0,0,0,1,0,0,0,2
14,9,4,45.0,0.0,88.0,10.0,0,0,0,0,0,0,0,2
22,4,4,45.0,0.0,66.2,10.0,0,0,0,0,0,0,0,2
10,11,6,44.35,0.01,55.0,1.8,0,0,0,0,0,0,0,3
17,6,4,60.0,0.0,82.0,10.0,0,0,0,0,0,0,0,2
11,4,1,30.0,0.01,66.9,10.0,0,0,0,0,0,0,0,3
17,12,2,44.63333333333333,0.01,57.0,10.0,0,0,0,0,0,0,0,3
17,12,3,44.61666666666667,0.01,60.1,7.0,0,0,0,0,0,0,0,3
18,7,4,45.0,0.0,78.1,10.0,0,0,0,1,0,0,0,3
15,1,2,29.883333333333333,0.01,46.9,10.0,0,0,0,0,0,0,0,2
21,7,2,75.0,0.0,68.0,10.0,0,0,0,0,0,0,0,3
1,4,0,60.0,0.01,61.0,10.0,0,0,0,1,0,0,0,2
20,9,3,45.0,0.0,66.9,10.0,0,0,1,0,0,0,0,3
14,7,4,45.0,0.0,80.1,10.0,0,0,0,1,0,0,0,2
14,9,3,33.68333333333333,0.0,69.8,10.0,0,0,0,0,0,0,0,2
16,8,5,30.0,0.0,82.0,10.0,0,0,0,0,0,0,0,3
11,6,0,30.0,0.0,73.9,7.0,0,0,0,0,0,0,0,2
11,12,3,44.75,0.01,62.1,4.0,0,0,1,0,0,0,0,3
12,8,1,36.083333333333336,0.0,84.0,10.0,0,0,0,0,0,0,0,2
17,9,6,30.0,0.0,79.0,10.0,0,0,0,0,0,0,0,2
20,11,3,29.616666666666667,0.01,62.6,10.0,0,0,0,0,0,0,0,2
11,7,0,45.93333333333333,0.0,72.0,10.0,0,0,0,0,0,0,0,2
19,1,1,29.816666666666666,0.01,55.0,5.0,0,0,0,1,0,0,0,3
13,3,3,30.0,0.0,64.9,10.0,0,0,0,0,0,1,0,2
2,8,2,30.0,0.0,64.0,9.0,0,0,0,0,0,0,0,2
12,4,3,45.0,0.01,68.0,10.0,0,0,0,0,1,0,0,2
22,8,2,30.0,0.0,57.9,10.0,0,0,0,0,0,0,0,3
4,12,6,59.3,0.0,44.1,10.0,0,0,0,0,0,0,0,2
11,10,2,28.883333333333333,0.0,66.9,10.0,0,0,1,0,0,0,0,2
12,7,3,38.61666666666667,0.0,91.4,10.0,0,0,0,0,0,0,0,3
0,7,5,45.0,0.0,64.9,10.0,0,0,0,0,0,0,0,3
